num_reviews,asin
5,B000WG069C
43,B000WG3ZU4
110,B000WG6XW6
6,B000WGB3XK
11,B000WGIFDQ
5,B000WGJ7R4
13,B000WGJUD0
7,B000WGJVIO
71,B000WGJX5A
18,B000WGJZ44
8,B000WGLZRO
6,B000WGQ1PU
8,B000WGQ68C
9,B000WGR3VG
22,B000WGSAAE
10,B000WGSITC
163,B000WH6H1M
13,B000WH6XZM
17,B000WH83AA
60,B000WH86BQ
6,B000WH9QMO
13,B000WHCA86
24,B000WHDGGQ
6,B000WHFMR2
45,B000WHSFYY
6,B000WHXJ2C
14,B000WHZ0NS
7,B000WI0J2E
62,B000WI9CIG
5,B000WIBO96
61,B000WIK61I
5,B000WINAGG
25,B000WIOOVQ
28,B000WJ313W
25,B000WJ3GLE
16,B000WJ3I1M
15,B000WJ6X4G
9,B000WJ7SI6
9,B000WJ9IWA
5,B000WJ9J8S
6,B000WJ9K4G
8,B000WJA5F4
5,B000WJAE7I
6,B000WJB1AW
23,B000WJCB9W
13,B000WJCZ84
7,B000WJMJMQ
19,B000WJOF1O
10,B000WJTENI
77,B000WKPHHO
23,B000WKPHI8
7,B000WKPHK6
7,B000WKQXWC
6,B000WKSZ5U
6,B000WKSZ6O
21,B000WKTG76
12,B000WKV1XS
5,B000WKW5XS
86,B000WKW69Q
39,B000WKW6HS
6,B000WKW6RS
5,B000WKW71S
24,B000WKY2MK
5,B000WKY2ZC
122,B000WL0I1I
5,B000WL2UKK
525,B000WL6YY8
6,B000WLUA3Y
5,B000WLW87A
26,B000WLWBI6
5,B000WLXO8M
8,B000WLXO96
20,B000WLXO9Q
6,B000WLXOB4
5,B000WLZJEO
17,B000WLZSGS
11,B000WLZSH2
6,B000WM1FOQ
8,B000WM2V9Y
14,B000WM2VAI
9,B000WM2VBC
33,B000WM2YS2
14,B000WM5F1K
6,B000WM811G
8,B000WMD9PY
14,B000WMEC1E
30,B000WMEHYG
7,B000WMFE4S
11,B000WMFECK
8,B000WMGQ0O
5,B000WMHHL6
6,B000WMIF8U
26,B000WMK8TE
6,B000WMK9ZC
5,B000WMKA2E
12,B000WMOIIQ
95,B000WN00FK
5,B000WN4RJA
6,B000WN9Y2A
10,B000WNG0K4
85,B000WNG0MW
10,B000WNG0OA
19,B000WNG0PO
5,B000WNU5YG
30,B000WO6HJW
44,B000WOF5L8
12,B000WOGA6C
8,B000WOGAK8
63,B000WOIFGU
122,B000WOIFO2
51,B000WOIG8C
73,B000WOK2ZM
7,B000WOK56I
6,B000WOL3B4
38,B000WOM782
6,B000WOR2FU
6,B000WOT6M2
28,B000WOT6O0
56,B000WOVD1Y
21,B000WOWUKM
5,B000WP0SCS
5,B000WP275E
42,B000WP2RC2
35,B000WPDKRI
10,B000WPF3A0
7,B000WPF5FS
20,B000WPG31I
50,B000WPGRKK
6,B000WPHWNQ
56,B000WPXQ2M
5,B000WQ0MTG
63,B000WQ21SQ
6,B000WQ3UIQ
5,B000WQF21Y
11,B000WQULKQ
23,B000WR0CKE
10,B000WR2E00
97,B000WR3Z3A
12,B000WR81LQ
8,B000WR8CHY
12,B000WS117G
19,B000WS204Y
20,B000WS3GRE
16,B000WS5I7U
35,B000WS5VNQ
5,B000WTMAP2
12,B000WTQ5NU
6,B000WTX7GI
13,B000WU2FAQ
17,B000WU2FGK
13,B000WU2LXC
5,B000WU3BNQ
8,B000WUAUOY
7,B000WUF67K
5,B000WUH5LU
6,B000WUH66O
7,B000WUIPVE
5,B000WUJ8VK
7,B000WUJC6Q
15,B000WUKQBG
5,B000WUPJYU
8,B000WURCD6
23,B000WV47YW
11,B000WV6VGO
13,B000WV8EK0
20,B000WVCO7Y
5,B000WVGR9U
8,B000WVIXME
5,B000WVM0PU
11,B000WVM1MM
11,B000WVVX6W
6,B000WVZQG0
9,B000WW1VAE
26,B000WW1YVU
15,B000WW3TLI
16,B000WWJLH4
36,B000WWK16O
9,B000WX5FCI
7,B000WX63C4
14,B000WX7AQM
16,B000WX7B5M
9,B000WX9DWG
27,B000WXA17W
60,B000WXAX6G
29,B000WXBY7I
6,B000WXBZSG
11,B000WXD6JC
10,B000WXDMIC
8,B000WXH1AC
100,B000WXH1Z2
16,B000WXIFS4
17,B000WXQT9Q
14,B000WXQTBO
151,B000WXSO76
5,B000WXSTNK
6,B000WXUVCW
6,B000WXXINQ
7,B000WXXXMM
12,B000WY77VE
28,B000WY8JRU
764,B000WYVBR0
30,B000WYYP14
6,B000WZ2AYM
15,B000WZO9ZU
33,B000WZV5FW
7,B000X02ARI
27,B000X06ZH4
21,B000X0KHZK
9,B000X0VWU4
5,B000X0VYMA
23,B000X14R28
8,B000X14W4G
6,B000X18Y7C
11,B000X1A9ZC
12,B000X1B4W4
9,B000X1FSSK
9,B000X1MPSG
6,B000X1P5R4
19,B000X1P5RE
21,B000X1R5HM
7,B000X1R6EO
13,B000X1S3VO
11,B000X1SE90
23,B000X1T3IQ
137,B000X1TS54
11,B000X1U1EQ
20,B000X1UKBU
21,B000X1XP3U
5,B000X1YL2Y
8,B000X1YZBQ
5,B000X1YZIY
10,B000X1ZMW2
19,B000X22HJW
9,B000X22YTK
38,B000X23I22
403,B000X24ISU
17,B000X26LGC
13,B000X26LLW
12,B000X26UTU
48,B000X27XDC
11,B000X27YQI
28,B000X2QRK2
34,B000X2RNO6
5,B000X2T5EM
5,B000X2WJQS
10,B000X2WPH6
9,B000X380KQ
12,B000X381FA
6,B000X381K0
7,B000X38ZO2
12,B000X3C8L8
12,B000X3EP7I
7,B000X3EPCI
135,B000X3FAJU
82,B000X3KOD2
6,B000X3OOQU
5,B000X459CC
7,B000X471P0
8,B000X4GEEY
11,B000X4GS8Q
12,B000X4PJG8
24,B000X4PJP4
5,B000X4QUB6
5,B000X4SPFU
8,B000X4SRPS
13,B000X4X35C
8,B000X54QQQ
10,B000X5CPNC
32,B000X5ZVS8
32,B000X6HXLA
10,B000X6XMWY
9,B000X7R83C
6,B000X7SNVI
6,B000X7YTLG
8,B000X8AK8Q
11,B000X93ORO
8,B000X96G1K
107,B000X9O8SI
7,B000XA2XJS
16,B000XA3DMY
49,B000XA8766
7,B000XB2TXW
13,B000XB4412
6,B000XB4P8Y
7,B000XB5D4O
12,B000XB9GUG
51,B000XB9GV0
14,B000XBF466
77,B000XBMP5E
6,B000XBO228
5,B000XBO264
11,B000XBRVS0
31,B000XBTIN6
8,B000XC2F3K
24,B000XCQ0LI
13,B000XD1JJK
5,B000XD8KTC
38,B000XDGJQI
11,B000XDLN96
7,B000XDLND2
5,B000XE09OK
7,B000XEAWX8
8,B000XEB7OQ
8,B000XFI1EE
7,B000XFRP2S
22,B000XFVZ5G
10,B000XFXEDW
16,B000XFZGR4
7,B000XGMUYK
18,B000XHMKIA
158,B000XHS4SK
6,B000XIDECU
6,B000XIHCHI
13,B000XJD6N6
11,B000XJJN60
6,B000XJJRDE
8,B000XJLQWE
6,B000XJNSXO
8,B000XJRZNS
12,B000XJRZPG
8,B000XLJPK2
6,B000XLMXCO
13,B000XM547O
13,B000XMG91Y
63,B000XMM1FW
8,B000XMRTKO
16,B000XNR6RY
73,B000XO2S9Y
21,B000XOKZ8U
5,B000XP45TY
82,B000XP8DJC
5,B000XPE3LO
28,B000XPG2YK
21,B000XPG2YU
7,B000XPOOHC
6,B000XPPXFO
62,B000XPS3U6
62,B000XPSH70
6,B000XPTE6S
8,B000XPV7PO
6,B000XPY2CE
5,B000XQ50PQ
48,B000XQ8AHG
49,B000XQDTRW
25,B000XQGOW4
8,B000XQH6HQ
14,B000XQHBEE
7,B000XQILWK
16,B000XQK2OU
6,B000XQMB3K
12,B000XQONSG
35,B000XQRAI6
19,B000XQT4PI
46,B000XQTDR2
6,B000XQVKBE
15,B000XRQ2OS
10,B000XRRDWS
77,B000XRW09Y
10,B000XRXCCS
6,B000XRZ9UQ
6,B000XS139G
5,B000XS7LJM
7,B000XSBFZS
5,B000XSBJRW
52,B000XSDKP6
11,B000XSEB5E
5,B000XSHAB6
8,B000XT8JTM
5,B000XTOGJE
9,B000XTP3XW
5,B000XU4IE6
6,B000XUL0EW
28,B000XUMR6C
9,B000XUU5AM
17,B000XUVOMA
9,B000XUW78A
8,B000XVAMPE
12,B000XVNJRM
8,B000XW5WRQ
8,B000XWFS84
14,B000XWJMGS
16,B000XWQ1MQ
21,B000XX4M26
23,B000XX7XWW
10,B000XXBMCY
14,B000XXO6GS
14,B000XXZQWQ
49,B000XY4AD6
34,B000XY6N5Y
10,B000XYBR5K
6,B000XYDHY4
7,B000XYIIP2
5,B000XYL55M
9,B000XYN5RS
5,B000XYOTS2
13,B000XYYDYW
17,B000XZ1AY2
8,B000XZ5JBW
56,B000XZCIX4
7,B000XZEXLE
14,B000XZSV6C
22,B000Y021NA
7,B000Y03A3A
6,B000Y04OSU
18,B000Y06JV0
8,B000Y099DK
38,B000Y0ZGS2
46,B000Y138EK
12,B000Y16TXM
45,B000Y16TY6
5,B000Y190AG
19,B000Y1AFCS
22,B000Y1BLSK
5,B000Y1L0ZY
24,B000Y1MOIQ
5,B000Y1NPEI
11,B000Y1X4EO
13,B000Y25ZFY
5,B000Y2GVKC
7,B000Y2HU0C
12,B000Y2KI6K
5,B000Y2YMV2
23,B000Y33CVM
7,B000Y3HL0K
5,B000Y3SLG8
6,B000Y3YKMW
23,B000Y3YUOA
39,B000Y4AH3C
12,B000Y54RMI
10,B000Y556M8
11,B000Y56MI0
13,B000Y56OJM
50,B000Y634SU
22,B000Y6GUI6
26,B000Y79K32
34,B000Y7LXJ6
143,B000Y7T5UU
5,B000Y7W8FE
32,B000Y8EXSS
5,B000Y8EXVK
5,B000Y8GFIE
9,B000Y8I3NY
28,B000Y8Y8FG
53,B000Y97Q86
5,B000Y989S2
9,B000Y9B1GO
7,B000Y9B1RI
7,B000Y9CP4Q
8,B000Y9E9QS
14,B000Y9KIOK
6,B000Y9KLTW
13,B000Y9LYCU
18,B000Y9NNRE
6,B000Y9RCJ4
12,B000Y9VBVO
7,B000Y9YFDA
27,B000Y9YJI6
7,B000Y9ZNTK
5,B000YA0A0Q
60,B000YA1XU2
11,B000YA337S
11,B000YA4PPW
18,B000YA50P6
6,B000YA6JA6
11,B000YA7QTO
5,B000YAB6U4
5,B000YAKPLA
12,B000YAVGL8
19,B000YAX13Y
6,B000YB0NOS
16,B000YB2IPK
161,B000YB862E
133,B000YBH4YU
18,B000YBY2U4
14,B000YC380S
16,B000YC8NYY
5,B000YCDMGS
16,B000YCDU6U
7,B000YD2DZS
5,B000YD77KE
6,B000YD7HWM
5,B000YDDXDO
19,B000YDIA64
6,B000YDK5XK
10,B000YDYEDW
5,B000YDZ9IG
6,B000YE5F20
80,B000YEKM0U
44,B000YEMKGY
14,B000YEQG0U
5,B000YFT34K
5,B000YFVSAW
15,B000YGF2K8
5,B000YGIPR0
39,B000YGNZN4
14,B000YGO8S0
5,B000YGOBF0
11,B000YH49OC
6,B000YH5FOK
26,B000YHDJ52
19,B000YHGAMG
5,B000YHWVRE
21,B000YIF4I6
15,B000YIVHLY
9,B000YIWOSY
62,B000YIWR8G
18,B000YIWR9U
17,B000YIYNOW
7,B000YIYNQ0
11,B000YIYOJ6
8,B000YIYOKK
20,B000YIYQ5I
13,B000YIYQWQ
31,B000YIZAI0
22,B000YJ0O9O
9,B000YJ0PSO
5,B000YJ0STU
38,B000YJ2Q9U
10,B000YJ2QC2
7,B000YJ4R6U
46,B000YJBL78
8,B000YJIJI2
40,B000YJMB5Y
8,B000YJMBFO
22,B000YJMGNQ
108,B000YK1JAG
6,B000YK4F9S
8,B000YKX0L2
9,B000YLKK0K
11,B000YM06FI
136,B000YM2OIK
35,B000YMJ6ZE
10,B000YMSYDY
7,B000YN0VWU
6,B000YNOWTS
8,B000YNS0D2
8,B000YNVSMM
10,B000YNVSMW
21,B000YO517E
12,B000YO8H5C
19,B000YOLUPG
9,B000YP354Y
9,B000YQ489E
5,B000YQ48VM
37,B000YQ6DIS
13,B000YQ8AHU
7,B000YQ9ZWY
5,B000YQA0BO
6,B000YQBW5C
5,B000YQLCGG
27,B000YQQ9HI
11,B000YQSKPM
19,B000YQUAKA
6,B000YQUTVK
11,B000YQUWWQ
6,B000YR0G7Q
10,B000YR2LNS
5,B000YR67H4
5,B000YRS99S
48,B000YSONMO
6,B000YTR53W
6,B000YTRUP0
5,B000YTRWXU
23,B000YTTFWQ
5,B000YUA5UQ
14,B000YUMLPI
9,B000YWESMU
15,B000YYDF7W
8,B000YZCF5Y
109,B000YZGCIU
22,B000Z06VMG
10,B000Z0HV2U
5,B000Z0K7VC
12,B000Z13844
6,B000Z2RKA6
18,B000Z3A8UY
7,B000Z3K46W
27,B000Z3K47G
8,B000Z3LRYU
26,B000Z3LS1C
12,B000Z3NFCC
15,B000Z3NVZS
12,B000Z3Q70E
10,B000Z3S41O
6,B000Z3S67Q
15,B000Z3VSOE
7,B000Z3W6W2
43,B000Z3XXR4
104,B000Z4AQFU
5,B000Z4ZL4Q
5,B000Z5W666
12,B000Z74J2I
57,B000Z7AKGC
18,B000Z7Z0EY
562,B000Z80ICM
8,B000Z80YTE
5,B000Z8EMS8
7,B000Z8WHG2
5,B000Z974BE
8,B000Z98RKG
9,B000Z99ZCA
5,B000Z9R14O
99,B000Z9R2QQ
6,B000Z9R7EI
40,B000Z9UY2K
5,B000ZA858Y
14,B000ZBJDKM
12,B000ZCIHK8
24,B000ZD067Y
317,B000ZD0CV4
9,B000ZD1L14
12,B000ZD2OIS
14,B000ZEBOFG
5,B000ZEE5VG
7,B000ZEPLV4
7,B000ZEUQ3M
17,B000ZEVNYS
7,B000ZG21XI
6,B000ZG4AL4
8,B000ZGHZ1G
21,B000ZGX3P8
9,B000ZH6D9A
21,B000ZH6J94
34,B000ZH7E5M
38,B000ZH7J9S
333,B000ZH98LU
19,B000ZHC4PM
16,B000ZHEGB2
14,B000ZHXTDI
7,B000ZI3TN2
10,B000ZI4R6U
28,B000ZIC18Q
7,B000ZIMD0M
22,B000ZJWZYU
60,B000ZJZ7OA
5,B000ZKAXO8
6,B000ZKH85U
20,B000ZKNW82
7,B000ZKNW9G
7,B000ZKUIIO
25,B000ZKUIJS
23,B000ZKUR1W
12,B000ZKUYEC
15,B000ZLM9IA
5,B000ZLQEPY
16,B000ZLRGKQ
30,B000ZLSWJ0
10,B000ZLULOY
5,B000ZLYBO0
15,B000ZM8D4I
8,B000ZMALPC
79,B000ZMCILW
5,B000ZMY24I
48,B000ZMYRJS
13,B000ZN0D04
5,B000ZN0EWG
9,B000ZN2KEQ
5,B000ZN2VQ8
5,B000ZNP8R2
33,B000ZNRBK4
15,B000ZOCO8C
16,B000ZOINIW
9,B000ZOR6HQ
7,B000ZORKV8
8,B000ZOT36I
6,B000ZOTJFI
8,B000ZOUL1O
19,B000ZPIMN2
5,B000ZPJ79A
23,B000ZPOPIS
10,B000ZRXJY2
51,B000ZSUQ9M
5,B000ZTEGWO
10,B000ZTG7EE
5,B000ZVOCHQ
6,B000ZVSDB2
5,B000ZXFUUM
9,B000ZZINTK
37,B00100PEM8
7,B00101NVFO
10,B00101TBB2
6,B00101UHHO
19,B00101UHS8
26,B00101XVH2
28,B00102A066
32,B00102T3VY
25,B00102ZOQC
31,B0010383XM
19,B00103BRMQ
18,B00103KTU2
6,B001042Q4S
24,B001044RIQ
15,B001046ES2
19,B0010494TS
6,B00104F7Y4
26,B00104HKJE
5,B00104OMWM
23,B00104QGXA
7,B00104QMQ6
5,B00104XCU0
28,B00104XCUU
245,B00104XCVO
10,B00104XCWS
10,B001061CVO
8,B001061J3A
7,B001068T5Q
5,B00106E67G
6,B00106NX3E
8,B0010748J6
137,B001078FV8
17,B00107AO58
8,B0010841A6
16,B00108HEKK
5,B00108UG6E
5,B00108UNDK
51,B00108UNEY
6,B00109VYO6
5,B00109XJW6
516,B00109Y2DQ
5,B00109Z6AE
14,B0010B4Z68
18,B0010BK24W
6,B0010BLVYC
6,B0010BNV7M
11,B0010CDWIY
10,B0010CEIH8
20,B0010CEWDI
9,B0010CF4VM
8,B0010CHHE4
5,B0010CHM4O
7,B0010CJQTS
63,B0010CKE7G
6,B0010CKH6E
22,B0010CP5DY
26,B0010CX798
7,B0010CXA36
10,B0010D0HO0
9,B0010DF6UK
13,B0010DG81G
16,B0010DIK3U
8,B0010DIW9M
11,B0010DIWAG
5,B0010DJZBQ
19,B0010DK37G
5,B0010DVBUY
11,B0010DX4ZY
12,B0010EI3J0
6,B0010ELVVW
9,B0010EMIT6
5,B0010ENHKK
9,B0010HA2OQ
17,B0010HA68I
6,B0010HCNPM
12,B0010HDY9Q
6,B0010HDZOA
36,B0010HE2CY
5,B0010HEM7O
7,B0010K6TUO
5,B0010K6TX6
41,B0010K6TXQ
21,B0010KZJXC
40,B0010LPBRK
38,B0010LXT9W
9,B0010M6T3Y
19,B0010MKARA
12,B0010NQ08M
6,B0010OHH1U
9,B0010P68OQ
14,B0010PASMY
31,B0010QPX4G
9,B0010S07MC
5,B0010S2P9A
9,B0010S6U82
21,B0010SB8HA
76,B0010SIAV2
7,B0010SLTU6
8,B0010SU0MO
6,B0010SUBM8
7,B0010T7J18
37,B0010T8X54
61,B0010T8X9A
7,B0010TAHY4
59,B0010TEOLQ
8,B0010TTSIA
31,B0010TZR44
9,B0010UKDEW
5,B0010VGA52
7,B0010W8F8G
46,B0010WG2H2
13,B0010WN2X4
11,B0010WP46M
6,B0010WQW7M
94,B0010X0IXU
5,B0010X1VJ0
10,B0010XP92K
7,B0010XROPU
7,B0010XTPXE
7,B0010XU4IE
9,B0010XW1OE
21,B0010Y0ZOG
86,B0010Y414Q
7,B0010YCZZS
6,B0010YGEUA
6,B0010YOVNW
84,B0010YWPZ8
5,B0010Z1V20
126,B0010Z28XG
64,B0010Z294O
13,B0010ZJ21W
7,B0010ZMU66
12,B0010ZPZAO
9,B0010ZWYF8
97,B0011000R6
37,B00110ENQ0
6,B00110PQVG
17,B00110RN2G
6,B001110ZKC
12,B001118UEU
11,B00111CU8C
8,B00111DJJG
23,B00111EMMO
15,B00111GKAQ
13,B00111GKB0
9,B00111HRWQ
8,B00111JODG
6,B00111NUM2
25,B00111UX40
28,B00111V2Y0
17,B00111Y292
7,B001120WQ8
14,B001126PDM
5,B001126QE0
6,B001129GGK
47,B00112BA78
5,B00112BK00
23,B00112BKT6
5,B00112JX68
5,B00112O1LA
5,B00112Z0BK
13,B001136Z0O
6,B00113AYUQ
12,B00113B7PM
7,B00113G1IA
6,B00113JK7Y
54,B00113PUJQ
21,B00113V748
7,B00113X7Q4
43,B00113XADE
92,B00114162K
5,B00114163O
43,B001144JQU
6,B00114LG7A
16,B00114LG7K
65,B00114LG7U
35,B00114PN1U
67,B001157NBW
16,B001158BFE
7,B001158N66
5,B00115AOTA
14,B00115EP7M
10,B00115EWAM
25,B00115OFJK
5,B00115U2PG
14,B00116B0QA
7,B00116B0QU
34,B00116SLYY
16,B00116SLZS
9,B00116VIEE
30,B00116VJIO
17,B00116ZG7O
8,B00117DOEU
6,B00117G078
20,B00117G7N0
5,B00117G8UC
102,B00117LECY
5,B00117OGC4
9,B00117OV56
6,B00117ZCTA
5,B00118EM1S
11,B00118FM58
5,B00118Z2WG
6,B001190VTY
8,B001193F1K
169,B001196H3S
32,B001196MG0
10,B001197322
13,B001199FGY
5,B00119LGCU
5,B00119MDB8
6,B00119MWPK
68,B00119NBEG
8,B00119PZ4A
397,B00119T6NQ
8,B0011ADHL2
18,B0011B9F1M
7,B0011BA5S4
5,B0011DBQBW
14,B0011DIMYQ
35,B0011DXEMQ
67,B0011E324K
9,B0011E35VA
14,B0011E35WE
5,B0011E4IRU
18,B0011E4N2K
51,B0011E4N5C
16,B0011E4N5W
26,B0011E4NSO
26,B0011E6300
5,B0011E67AG
16,B0011E67VA
6,B0011E7OXU
6,B0011E7XHM
14,B0011E86ZU
47,B0011E87QI
10,B0011EA9GE
10,B0011EAYO6
5,B0011EHRDM
25,B0011F19CG
92,B0011FCV8W
7,B0011FHSGW
16,B0011FI3O8
17,B0011FKI3M
7,B0011FMPGA
5,B0011FMZY2
109,B0011FOOI2
99,B0011FQUQG
30,B0011FQURK
27,B0011FQUUW
19,B0011FTKFY
23,B0011FWQPA
15,B0011FWU5Q
9,B0011G0Q10
23,B0011GI94Q
14,B0011MJ4AS
7,B0011MJOMG
5,B0011MK09C
7,B0011MOVN8
9,B0011MRCSY
10,B0011MRCT8
5,B0011MSEEK
5,B0011MSP1M
25,B0011MVWZ8
5,B0011MZORU
41,B0011N17RU
30,B0011N180Q
5,B0011N33EA
18,B0011N9QNC
7,B0011NFE56
5,B0011NK1FY
30,B0011NM17K
14,B0011NPHWQ
6,B0011NTCJK
392,B0011NVMO8
7,B0011RJ04I
103,B0011TM19C
20,B0011TR71Y
220,B0011TS8LM
5,B0011U64YE
325,B0011U65F2
12,B0011U94GY
105,B0011UB9CQ
5,B0011UDQYA
17,B0011UEUOA
13,B0011UIX2K
12,B0011UIXLG
80,B0011UK2HE
72,B0011UK35K
7,B0011ULQ1K
159,B0011ULQNI
6,B0011UNCSK
13,B0011UNTYC
40,B0011UPBMA
29,B0011V1KZ6
8,B0011VHWJY
15,B0011VR1Y0
6,B0011W4YNK
35,B0011WCVPI
26,B0011WHFPE
6,B0011WN7C4
7,B0011WSQCK
29,B0011WZ2TU
43,B0011X5I7U
5,B0011X7B1Q
7,B0011X8IKE
6,B0011XUFLE
8,B0011XV19O
27,B0011YAOBE
8,B0011YNUOM
7,B0011YR8KO
5,B0011YR8Q8
5,B0011YR8S6
19,B0011YR8UE
17,B0011YZ018
13,B0011YZ0CM
7,B0011YZ1OO
288,B0011YZJPA
14,B0011Z23V2
21,B0011Z23XK
42,B0011Z2402
8,B0011Z2OTI
23,B0011Z44KA
134,B0011Z44UA
10,B0011Z6CWS
5,B0011Z6OTY
6,B0011Z7VAK
11,B0011Z9PM2
9,B0011Z9VRQ
5,B0011Z9VVW
8,B0011Z9VX0
202,B0011ZCDKS
45,B0011ZH0BK
56,B0011ZK6OS
200,B0011ZK6PC
9,B0011ZK6YS
23,B0011ZK6ZC
35,B0011ZK6ZM
27,B0011ZK72Y
12,B0011ZN8O8
16,B0011ZPKVM
5,B0011ZQLYM
11,B0011ZVS6S
23,B001202514
223,B001202C44
7,B001205T08
7,B001205T0S
11,B0012062FE
59,B001207YMY
31,B00120GMD6
5,B00120R4N8
5,B00120TTCC
45,B00120WRSU
5,B00120XN9M
59,B001212ELY
10,B00121UV1E
6,B00121UWLI
31,B00122FCRG
7,B001238FXS
13,B0012399AG
5,B00123MXWW
12,B00123Q8VY
15,B00123Q8YQ
8,B00123Q936
6,B00123UGTO
18,B00123UGWQ
11,B00123UGXK
5,B00123V6PW
23,B00123WDR2
159,B00123WZWK
9,B00123XK0G
37,B00123XZNI
37,B0012451UC
12,B001247DHG
5,B00124TBL2
18,B001250KX4
8,B00125DX10
7,B00125JBX4
46,B00125KR1E
28,B00125MHVM
5,B00125R96K
17,B00125UBUG
19,B00125UBVA
5,B00125X112
8,B00125XA36
126,B00125Y0NU
6,B001262W9S
7,B001269BW4
5,B00126AR7C
18,B00126B0UK
9,B00126HDO2
6,B00126IDBO
18,B00126IYM2
13,B00126K8BM
10,B00126KB9Q
12,B00126KFVU
12,B00126NSVE
48,B00126PHV8
31,B00126R3P6
9,B00126RZR2
46,B00126T6HO
70,B00126U0VA
24,B00126V3EI
70,B00126V8WU
6,B00126XT5E
10,B00127N8WC
5,B00127OUZQ
45,B00127OVHI
9,B00127QKQI
5,B00127R12U
14,B00127UWV2
51,B00127VAW2
25,B00127VF68
6,B00127XSGS
18,B00127Y3SA
14,B00127Y4A2
9,B001283GIM
6,B00128458M
20,B0012845AA
6,B001285EJ6
6,B001286F6M
16,B001287F4S
9,B00128GKHG
19,B00128HHZA
15,B00128TA78
38,B00129CDGC
11,B00129G35Y
27,B0012ANFQS
8,B0012BDFQW
25,B0012BI26K
7,B0012BMU2C
8,B0012BNKKS
18,B0012BP0A6
43,B0012BPMHW
5,B0012BQQIG
6,B0012BV3RU
5,B0012BWIT2
6,B0012BWMKW
15,B0012BYOSK
5,B0012C1BQW
11,B0012DADCO
8,B0012DCFWA
8,B0012DCG56
5,B0012DHJ76
21,B0012DHL10
81,B0012DR4HG
5,B0012EA6JS
36,B0012ECELG
12,B0012EI6KE
6,B0012EK2RE
7,B0012ESR6M
7,B0012EWF60
5,B0012EYRPC
10,B0012FCK4G
6,B0012FDB7Q
8,B0012FEM0Q
7,B0012G990I
17,B0012G991W
9,B0012G9926
27,B0012GBBQS
14,B0012GC42S
85,B0012GDOQS
66,B0012GE5DE
13,B0012GG90Q
8,B0012GHRTI
193,B0012GK3MQ
113,B0012GQZZU
24,B0012GR02W
21,B0012GVVWW
24,B0012GWOFK
6,B0012H0LQI
43,B0012H6H7A
26,B0012HQFJK
29,B0012HT8WQ
6,B0012IJX02
18,B0012IJYYM
7,B0012IJYYW
61,B0012IJYZ6
60,B0012IJYZQ
42,B0012ILNK0
18,B0012IVC74
52,B0012IYLMM
8,B0012J0MYW
6,B0012J3U4G
46,B0012J52OC
50,B0012JCYPC
49,B0012JCZYM
17,B0012JE3YM
21,B0012JHY7K
37,B0012JJOQO
23,B0012JNQYK
5,B0012JO7S4
7,B0012JWS1M
19,B0012K3J78
7,B0012KB34O
64,B0012KZNP4
28,B0012L1QOA
5,B0012L50ZG
11,B0012L6SR0
10,B0012LKJ48
25,B0012LO1UG
8,B0012LRA1I
6,B0012LUPD8
13,B0012LWG9O
5,B0012M6X9C
8,B0012MF4G0
57,B0012MI7N2
6,B0012MI7O6
37,B0012MI7QE
24,B0012MJXXA
13,B0012MJY2K
6,B0012MLJMI
5,B0012MLJTQ
302,B0012MMW7E
5,B0012MNC8W
5,B0012MSSIG
12,B0012MV3QA
23,B0012MZAH8
28,B0012MZAOG
13,B0012N080Q
5,B0012N0XME
21,B0012N2E9E
12,B0012N8QGY
9,B0012N9ROE
7,B0012NBP76
11,B0012NDQD2
5,B0012NETFG
7,B0012NKLP8
9,B0012NSZAG
5,B0012NZCRK
6,B0012NZONM
48,B0012OGF6Q
16,B0012OI6EA
15,B0012OI6HW
10,B0012OKAP8
20,B0012OKPBM
5,B0012OMY2K
5,B0012OOSQU
7,B0012OTGVW
29,B0012OV61K
23,B0012P26ZO
5,B0012PQ7C2
12,B0012PT2OW
5,B0012Q5PWE
35,B0012Q72IY
48,B0012Q94AI
7,B0012Q9976
9,B0012QAXLW
38,B0012QCYNM
12,B0012QE4DK
10,B0012QLUAK
85,B0012QN3AA
39,B0012R8O1M
6,B0012R8O3U
43,B0012R9T0M
22,B0012R9WHW
5,B0012RQ3R4
7,B0012RX0OI
6,B0012RZK7S
5,B0012S1R7E
28,B0012S304W
1295,B0012S4APK
5,B0012S6684
8,B0012S6ZNU
13,B0012S7GRY
21,B0012SIGLO
5,B0012SM2SC
50,B0012TLZNE
6,B0012TOG08
9,B0012TRIWQ
12,B0012TRIY4
5,B0012TTDGU
7,B0012TTX1K
16,B0012TVEOO
6,B0012TZJZ4
6,B0012U58P4
27,B0012UCO88
13,B0012UCYVU
11,B0012UF1QA
5,B0012UGJNY
11,B0012UKB9M
42,B0012UKOV2
6,B0012UWHYY
13,B0012UZEEO
23,B0012UZMUU
38,B0012V3D3C
14,B0012VGFDC
28,B0012VRBGM
5,B0012VRBPI
8,B0012W0SR0
69,B0012W7HQK
83,B0012W9APQ
7,B0012WDEIU
7,B0012WDFV6
35,B0012WDMNC
5,B0012WHKTE
64,B0012WXFO8
32,B0012WXFPM
6,B0012X1KSU
113,B0012X43P2
85,B0012X5766
7,B0012XDEI4
77,B0012XFDWO
20,B0012XQBXY
11,B0012XTJVK
9,B0012XXE5C
9,B0012XZAXG
120,B0012Y02CE
